"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.571	95.345	255.679									4.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.565	95.33	255.405									4.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.53	95.287	252.784									6.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.575	95.328	256.533									7.3		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.596	95.393	257.263									7.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.575	95.325	256.609									7.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.571	95.328	256.102									7.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.553	95.309	254.657									8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.548	95.305	254.226									8.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.532	95.274	253.361									9.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.576	95.345	256.218									9.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.595	95.371	257.652									11.3		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.483	95.264	248.415									11.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.479	95.243	248.614									14.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.556	95.285	255.624									15.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.547	95.239	255.974									17.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.474	95.255	247.721									23.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.474	95.244	248.052									29		5														
		"n"	"COMOROS"		"BANGOMA - PORT, MOHELI"	-12.29015	43.75282	6015.372									3.8		5														
		"n"	"COMOROS"		"KOUNGOU, EAST, MAYOTTE"	-12.73467	45.20828	5873.306									4.05		5														
		"n"	"COMOROS"		"HAMJAGO, MAYOTTE"	-12.68767	45.07335	5886.254									1		5														
		"n"	"COMOROS"		"BOUÉNI, MAYOTTE"	-12.90602	45.07742	5891.72									3.3		5														
		"n"	"ARGENTINA"		"PUERTO BELGRANO"	-38.89	-62.1	15481.701	27	1	16	24	17	27	13	28	0.13		2														
		"n"	"MEXICO"	"COLIMA"	"MANZANILLO"	19.05	-104.333	16700.292	27	9	28	32	29	27	19	56	0.51		2														
		"n"	"MALAYSIA"		"TANJUNG TOKONG (2B)"	5.4595	100.3068333	548.116										190	5														
		"n"	"AUSTRALIA"		"COCKLE CREEK, TASMANIA"	-43.58	146.88	7271.985									0.75		1										1				
		"n"	"SRI LANKA"		"VENNAPUWA NORTH"	7.356	79.827	1831.341									1.8		5														
		"n"	"SRI LANKA"		"NEGOMBO"	7.238	79.841	1826.88									2		5														
		"n"	"SRI LANKA"		"MATTAKULIYA, COLOMBO"	6.973	79.87	1817.422									2.7		5														
		"n"	"FRANCE"		"BREST"	48.383	-4.5	10497.578	27	7	59	31	0				0.2		2	25													
		"n"	"USA"	"AK"	"SAND POINT, AK"	55.337	-160.502	10562.951	27	12	30						0.14		2														
		"n"	"THAILAND"		"PATONG BEACH, PHUKET"	7.887	98.296	573.302									5.44		5														
		"n"	"THAILAND"		"PATONG BEACH, PHUKET"	7.894	98.299	574.14									5.48		5				1						1		1		
		"n"	"THAILAND"		"KHAO LAK"	8.64	98.252	645.821									8.35		5														
		"n"	"THAILAND"		"BAN NA TAI"	8.293	98.273	612.092									5.1		5														
		"n"	"THAILAND"		"BAN NIANG BEACH"	8.7	98.24	651.33									7.9		5														
		"n"	"THAILAND"		"BAN NAM KEM"	8.864	98.274	669.429									6.4		5														
		"n"	"INDONESIA"	"ACEH"	"LEUPUNG, NW. COAST OF SUMATRA"	5.381	95.26	237.677									17.8		5														
		"n"	"MALAYSIA"		"KUALA TRIANG"	6.351	99.721	544.605										900	4														
		"n"	"MALAYSIA"		"SUNGAI BATU, PENANG IS."	5.283	100.236	532.832									1.6	90	4														1
		"n"	"BRAZIL"		"ARRAIAL DO CABO"	-22.973	-42.012	14998.649	26	22	57						0.5		2														
		"n"	"MALDIVES"		"NORTH MALE ATOLL, DHIFFUSHI IS."	4.443	73.715	2461.938									2.6		4														
		"n"	"MYANMAR (BURMA)"		"YWARTHAYA VILLAGE, SALONLAY ISLAND"	10.007	98.48	794.83									1.8		5														
		"n"	"SRI LANKA"		"HAMBANTOTA"	6.131	81.129	1662.849									7.38		5														
		"n"	"SRI LANKA"		"KIRINDA"	6.235	81.337	1642.28									9.26		5														
		"n"	"INDONESIA"	"ACEH"	"GANTING, SIMEULUE"	2.55	96.33	99.874									3	2000	4														
		"n"	"INDONESIA"	"ACEH"	"LABUHAN BAKTI, SIMEULUE"	2.408	96.482	122.295										1500	4														
		"n"	"INDONESIA"	"ACEH"	"LABUHAN BAKTI, SIMEULUE"	2.404	96.482	122.658									2.5	1500	4														
		"n"	"INDONESIA"	"ACEH"	"LANTIK, SIMEULUE"	2.432	96.26	107.669									1.5	500	4														
		"n"	"INDONESIA"	"ACEH"	"BUSUNG, SIMEULUE"	2.393	96.337	115.328									1.5	500	4														
		"n"	"SRI LANKA"		"WADDUWA RESORT"	6.678	79.921	1805.351									4.5	120	4														
		"n"	"SRI LANKA"		"BALAPITIYA BEACH"	6.274	80.036	1784.724									5.3	50	4														
		"n"	"SRI LANKA"		"PUNAWATUNNA"	6.026	80.246	1757.284									3.5		4														
		"n"	"SRI LANKA"		"MATARA/GANDARA"	5.931	80.583	1718.783									7.5		4														
		"n"	"THAILAND"		"RAI DAN"	8.297	98.272	612.441									6.8	41	5														
		"n"	"THAILAND"		"THAI MUANG, NAT. CONSERVATION PARK"	8.484	98.228	629.035									5.2	462	5														
		"n"	"THAILAND"		"HAD SAI DAM (BAN LA ONG)"	9.744	98.552	770.9									3.7	105	4														
		"n"	"SRI LANKA"		"KOMARI"	6.976	81.864	1602.769									8		4														
		"n"	"UK TERRITORY"		"EAGLE ISLAND, CHAGOS ISLANDS"	-6.18	71.34	2920.223										100	5														
		"n"	"INDIA"	"KERALA"	"VALIAZHIKKAL (KAYAMKULAM)"	9.14027778	76.46194444	2239.6									5		4														
		"n"	"INDIA"	"KERALA"	"CHOOTAD (CANNANORE)"	12.0225	75.22583333	2468.902									3.5		4														
		"n"	"UK"		"MILFORD HAVEN, WALES"	51.707	-5.052	10469.453	27	9	38	32	40						2														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"DAMAGED CULVERT, LITTLE ANDAMAN"	10.61897222	92.54236111	886.582									10.9	99.2	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"BUTTERFLY BAY (2), LITTLE ANDAMAN"	10.66544444	92.57469444	889.799									15	99.4	5														
		"n"	"SEYCHELLES"		"ANSE BOILEAU, MAHE ISLAND"	-4.70628333	55.4789	4577.291									2.5	53	5														
		"n"	"AUSTRALIA"		"SPRING BAY, TASMANIA"	-42.5465	147.9307	7287.108	26	19	31	18	32	26	21	52	0.33		2														
		"n"	"AUSTRALIA"		"PORT KEMBLA"	-34.4738	150.9119	7110.005	26	18	37	17	38	27	5	58	0.29		2														
		"n"	"AUSTRALIA"		"MACKAY"	-21.116667	149.233333	6414.01						27	12	50	0.05		2														
		"n"	"MALAYSIA"		"B. FERRINGHI (TELUK BAYU)"	5.471	100.2438333	542.373									3.46	19.2	5														
		"n"	"MALAYSIA"		"B. FERRINGHI (MIAMI BEACH)"	5.47783333	100.2678333	545.096									4	25.6	5														
		"n"	"MALAYSIA"		"TANJUNG BUNGAH (3B)"	5.47	100.2775	545.685									2.94	36.2	5														
		"n"	"MALAYSIA"		"KUALA TERIANG"	6.35	99.7	542.705									3.09	27.04	5														
		"n"	"INDIA"	"MAHARASHTRA"	"VERSOVA BEACH"	19.1386	72.8055	3057.858									2.1		5														
		"n"	"BRAZIL"		"PARANAGUA"	-25.5	-48.5167	15493.984	27	0	30	23	31	27	12	40	0.09		2														
		"n"	"BRAZIL"		"UBATUBA"	-23.5	-45.1188	15274.572	26	23	38	22	39	27	11	16	0.57		2														
		"n"	"BRAZIL"		"SALVADOR"	-12.967333	-38.51666	14903.587	26	22	12	21	13	27	0	12	0.31		2														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.42	95.248	242.189									21.57		5														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.415	95.25	241.597									20.08		5														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.418	95.248	241.977									24.86		5														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.466	95.242	247.262									27.66		5														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.462	95.243	246.806									23.83		5														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.496	95.229	250.848									29.68		4														
		"n"	"INDIA"	"KARNATAKA"	"SURATKAL, KARNATAKA"	12.99	74.808333	2551.277											1														
		"n"	"INDIA"	"TAMIL NADU"	"PERIAKALAPET"	12.026	79.865	2008.282									3.9		5														
		"n"	"INDONESIA"	"ACEH"	"LHOKSEUMAWE, SUMATRA"	5.249	96.913	243.945									2.9		5														
		"n"	"INDONESIA"	"ACEH"	"SIGLI, ACEH, SUMATRA"	5.388	95.962	229.437									3.5		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"SIROMBU, NIAS ISLAND"	0.957	97.424	313.912									2	915	5														
		"n"	"MALDIVES"		"KULHUDHUFFUSHI, HAA DHAALU"	6.624	73.076	2552.034									2.75		5														
		"n"	"MALDIVES"		"HULHUMALE, NORTH MALE"	4.189	73.533	2481.257									3.09		5														
		"n"	"MALDIVES"		"VADOO ISLAND RESORT, SOUTH MALE"	4.124	73.458	2489.409									0.65		5														
		"n"	"MALDIVES"		"MULI, MEEMU"	2.92	73.581	2476.109									2.98		5														
		"n"	"MALDIVES"		"RINBUDHOO, DHAALU"	2.924	72.898	2551.999									2.26		5														
		"n"	"MALDIVES"		"FANADHOO, LAAMU"	1.835	73.505	2490.671									4.43		5														
		"n"	"MALDIVES"		"GAN, SEENU"	0.687	73.15	2542.299									2.07		5														
		"n"	"MALDIVES"		"HITHADHOO, SEENU"	0.607	73.093	2549.67									1.31		5														
		"n"	"SRI LANKA"		"GALLE PORT"	6.033	80.233	1758.828									6.03		5														
		"n"	"SRI LANKA"		"HIKKADUWA FISHERY HARBOR"	6.142	80.099	1775.41									4.73		5														
		"n"	"SRI LANKA"		"AMBALAGODA BEACH"	6.229	80.053	1782.027									4.72		5														
		"n"	"USA TERRITORY"	"PR"	"ISLA DE MAGUEYES"	17.9688545	-67.0440663	17005.677	27	4	59	28	0				0.04		2														
		"n"	"USA TERRITORY"	"PR"	"SAN JUAN"	18.462	-66.117	16900.781	27	4	47	27	48				0.02		2														
		"n"	"MALAYSIA"		"MUARA SUNGAI PULAU BETONG, PENANG"	5.28	100.239	533.001									2.7	100	4					2	1								
		"n"	"MALAYSIA"		"PENANG ISLAND"	5.338	100.195	531.195									2.6	3000	4														
		"n"	"MALAYSIA"		"GURNEY DRIVE, PENANG IS."	5.439	100.308	547.263									2.5	200	4														
		"n"	"MALAYSIA"		"KAMPUNG PAYA"	5.599	100.341	558.296									2.5	150	4														
		"n"	"MALAYSIA"		"SUNGAI CHENANG, LANGKAWI"	6.304	99.721	541.43										500	4														
		"n"	"MYANMAR (BURMA)"		"ALL OF MYANMAR (BURMA)"												2.9		5			61	2					500	4				
		"n"	"INDIA"	"TAMIL NADU"	"NORTH OF CUDDALORE"	11.80611111	79.80638889	2002.913										500	5														
		"n"	"INDIA"	"TAMIL NADU"	"SOUTH OF ALAPPAKAM"	11.58666667	79.73611111	1999.012										500	5														
		"n"	"INDIA"	"TAMIL NADU"	"NORTH OF TIRUMULLAIVASAL"	11.33416667	79.86138889	1974.574										700	5														
		"n"	"INDIA"	"TAMIL NADU"	"SUNNANKUPPARN"	13.39472222	80.33222222	2038.905									3.12	350	5														
		"n"	"INDIA"	"TAMIL NADU"	"TIRUVANMIYUR"	12.97666667	80.26944444	2020.784									3.23	100	5														
		"n"	"INDIA"	"TAMIL NADU"	"FORESHORE ESTATE"	13.03055556	80.27638889	2023.176									4.51	400	5														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.469	95.24	247.642									28.59		4														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.459	95.246	246.396									27.28		5														
		"n"	"NEW ZEALAND"		"WAITEMATA"	-36.811	175.007	9269.396	27	2	17	25	18				0.08		2	55													
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.549	95.311	254.175									6.2		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.541	95.287	253.962									6.87		4														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.443	95.242	244.817									27.86		5														
		"n"	"THAILAND"		"HAT PRAPHAT"	9.376	98.401	726.955									5	939	5														
		"n"	"AUSTRALIA"		"ESPERANCE"	-33.870889	121.895361	4941.182	26	8	57	7	58				0.8		2														
		"n"	"NEW ZEALAND"		"CHARLESTON"	-41.908	171.433	9069.868									0.4		2														
		"n"	"NEW ZEALAND"		"DOG ISLAND"	-46.652	168.412	8958.284									0.35		2														
		"n"	"FIJI"		"SUVA, KING'S WHARF"	-18.1342	178.4236	9346.674									0.03		2														
		"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	11562.1	27	3	46	26	47				0.05		2														
		"n"	"USA"	"WA"	"NEAH BAY, WA"	48.367	-124.612	13072.981	27	10	20	33	21				0.07		2														
		"n"	"USA"	"CA"	"SAN FRANCISCO, CA"	37.807	-122.465	13988.159									0.08		2	60													
		"n"	"USA"	"CA"	"LA JOLLA, CA"	32.867	-117.257	14706.076	27	9	24	32	25				0.06		2														
		"n"	"CHILE"	"SAN ANTONIO"	"SAN ANTONIO"	-33.581625	-71.618188	16412.957	27	0	12	23	13				0.08		2														
		"n"	"INDIA"	"TAMIL NADU"	"CHENNAI (MADRAS)"	13.083	80.3	2023.95	26	3	33	2	34				1.62		2		"R"												
		"n"	"INDIA"	"GOA"	"MORMUGAO, GOA"	15.42	73.8	2763.227	26	6	53	5	54				0.79		2		"R"												
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.554	95.291	255.246									9		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.55	95.317	254.125									4.5		4														
		"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.56802778	95.31680556	256.068									6		5														
		"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.59972222	95.391	257.711									3.2		5														
		"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.60286111	95.39630556	257.934									3		5														
		"n"	"THAILAND"	"PHANG NGA"	"NAM KHEM"	8.83472222	98.2725	666.399									7.42		5														
		"n"	"THAILAND"	"PHANG NGA"	"NAM KHEM"	8.83677778	98.27488889	666.713									5.12		5														
		"n"	"INDIA"	"TAMIL NADU"	"PULICAT"	13.41661667	80.32813333	2040.558									4.07		5														
		"n"	"INDIA"	"TAMIL NADU"	"PATTINAOAKKAM"	13.01745	80.2771	2022.369									3.01	140	5														
		"n"	"INDIA"	"TAMIL NADU"	"KOVALAM"	12.79091667	80.25005	2012.227									4.34	180	5														
		"n"	"INDIA"	"TAMIL NADU"	"KALAPAKKOM"	12.50545	80.16	2005.131									3.19	360	5														
		"n"	"INDIA"	"TAMIL NADU"	"PERIAKALAPET"	12.02846667	79.86583333	2008.327									5.57	170	5														
		"n"	"INDIA"	"TAMIL NADU"	"PERANGIPETTINAM"	11.5164	79.76665	1992.62									3.4		5														
		"n"	"INDIA"	"TAMIL NADU"	"NAGAPATTINAM VILLAGE"	10.77461667	79.8465	1950.225									4.34	800	5														
		"n"	"INDIA"	"TAMIL NADU"	"NAGAPATTINAM PORT"	10.76308333	79.8488	1949.479									7.16		5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"SOUTH ANDAMAN"	11.67236667	92.7387	985.956									2.73		5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"SOUTH ANDAMAN"	11.55525	92.73241667	974.087									3.03		5														
		"n"	"KENYA"		"SHAURI MAYO BEACH"	-3.78623333	39.83356481	6281.363									0.5		5														
		"n"	"INDIA"	"TAMIL NADU"	"PONDICHERRY, CHINAPATTAM"	12.00963889	79.85402778	2008.512									5	2000	5			51	2										1
		"n"	"INDIA"	"TAMIL NADU"	"CUDDALORE, KUDDUKULLAM"	11.52536111	79.76305556	1993.405									9	500	5												1		
		"n"	"INDIA"	"TAMIL NADU"	"KANYAKUMARI, KEELAMANAKUDY"	8.08830556	77.4865	2101.274									12	2000	5														1
		"n"	"SRI LANKA"		"TRINCOMALEE (MILITARY CHECKPOINT)"	8.563063	81.23478	1718.993									2.5		4														
		"n"	"SRI LANKA"		"CHINA BAY-KINNAYA"	8.503758	81.19094	1721.458									2.8		4														
		"n"	"SRI LANKA"		"N OF BATTICALOA"	7.744343	81.69267	1643.367									2.7		4														
		"n"	"SRI LANKA"		"THIRANAGAMA"	6.11065	80.12357	1772.162									4.55		4														
		"n"	"SRI LANKA"		"PINNATARA"	6.689667	79.91306	1806.461									4.15		5														
		"n"	"SRI LANKA"		"KALUTARA"	6.60845	79.948	1800.953									3.82		5														
		"n"	"MAURITIUS"		"GRAND BAIE, RODRIGUES"	-19.6738	63.4492	4362.098									1.73		4														
		"n"	"MAURITIUS"		"PETIT GRAVIER, RODRIGUES"	-19.7286	63.4847	4362.177									2.6		4														
		"n"	"REUNION (FRENCH TERRITORY)"		"SAINT-GILLES"	-21.0522	55.2231	5185.934									2		5														
		"n"	"REUNION (FRENCH TERRITORY)"		"SAINT-LEU"	-21.1683	55.2861	5185.824									1.1		4														
		"n"	"SRI LANKA"		"KALUTARA"	6.60845	79.948	1800.953											5									15	3		1		1
		"n"	"INDIA"	"KERALA"	"ALLAPUZHA"	9.49	76.33	2264.126									4	1000	4														
		"n"	"YEMEN"		"MAHFARHAN"	12.40834	54.22682	4692.544									3.44	223.8	5														
		"n"	"YEMEN"		"GHEBBAT"	12.61063	53.78388	4743.557									2.44	27.6	5														
		"n"	"MADAGASCAR"		"ANTALAHA"	-14.90037	50.28148	5412.708									2.3	28	5														
		"n"	"THAILAND"		"BAN NAM KIM"	8.857	98.268	668.455									15.8	63	4														
		"n"	"INDIA"	"TAMIL NADU"	"KALPAKKAM, KANCHEEPURAM"	12.513	80.1567	2005.851									2	1000	5														
		"n"	"INDIA"	"PUDUCHERRY"	"KARAIKAL"	10.9167	79.8333	1957.948											1			265	3										1
		"n"	"INDIA"	"ANDHRA PRADESH"	"MACHALIPATTANAM"	16.1667	81.1333	2148.749											1														1
		"n"	"OMAN"		"SALALAH"	16.97585	54.0101	4813.626									3.1	35	4														
		"n"	"OMAN"		"SALALAH"	16.99935	54.104983	4804.415									2.34	27	5														
		"n"	"OMAN"		"RAS AL JAZIRAH"	20.58067	58.92474	4434.358									2	79	5														
		"n"	"OMAN"		"RAS AL DUQM"	19.65993	57.72089	4518.783									2.6	43	5														
		"n"	"SOMALIA"		"EYL"	7.96071	49.84294	5120.282									9.52	500.7	5			95	2			80	2			48	1		
		"n"	"INDONESIA"	"ACEH"	"PULUT, SUMATRA"	5.366	95.2495	236.412									32.5	0	4														
		"n"	"INDONESIA"	"ACEH"	"PULUT, SUMATRA"	5.36333	95.25212	236.046									16.5	495.3	5														
		"n"	"SOMALIA"		"FOAR"	10.31333	50.89751	5024.212									6.37	169.5	5														
		"n"	"MADAGASCAR"		"VOHEMAR"	-13.35765	50.00357	5390.178									1.48	9	5														
		"n"	"MADAGASCAR"		"TOAMASINA"	-18.15768	49.42277	5618.014									0.78	55	5														
		"n"	"INDONESIA"	"ACEH"	"LANGI, SUMATRA"	2.82175	95.75933	55.657									8.1	202.3	4														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"HAYO, SUMATRA"	-0.09493	98.26431	462.784									0.9	14	4														
		"n"	"ANTARCTICA"		"CASEY STATION (AUSTRALIA)"	-66.27	110.52	7808.922	26	12	0	11	1				0.44		2		"R"												
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"PORT BLAIR, ANDAMAN ISLANDS"	11.675	92.761	985.375	26	1	14	0	15				1.75		2		"R"												
		"n"	"MADAGASCAR"		"BETANTY"	-25.56941	45.53209	6295.071									4.4	34	5														
		"n"	"MADAGASCAR"		"FARAFANGANA"	-22.81895	47.83588	5961.242									1.6	32	5														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50333	73.30892	2508.04									2.36	111	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50546	73.30759	2508.177									2.14	72	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50423	73.30899	2508.028									2.66	39	4														
		"n"	"MALDIVES"		"MADIFUSHI, THAA"	2.35777	73.35563	2503.632									2.76	56	4														
		"n"	"MALDIVES"		"MADIFUSHI, THAA"	2.35632	73.35522	2503.686									3.21	37	4														
		"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61997	72.85465	2564.952									2.95	125	4														
		"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61832	72.85583	2564.806									3.1	54	4														
		"n"	"MALDIVES"		"EYDHAFUSHI, BAA"	5.10265	73.07197	2536.799									1.95	192	4														
		"n"	"MALDIVES"		"HINNAVARU, LHAVIYANI"	5.4946	73.41245	2502.227									1.3	248	4														
		"n"	"MALDIVES"		"EMBUDHU FINOTHU, S. MALE"	4.1801	73.52455	2482.17									2.33		4														
		"n"	"MALDIVES"		"FONADHOO, LAAMU"	1.8242	73.49506	2491.862									1.52	158	4														
		"n"	"MALDIVES"		"FONADHOO, LAAMU"	1.92293	73.5498	2485									2.87	179	4														
		"n"	"MALDIVES"		"DHIFFUSHI, N. MALE"	4.44392	73.71365	2462.091									2.3	13	4														
		"n"	"TANZANIA"		"MBEGANI - INSTITUTE OF FISHERIES"	-6.47287	38.97017	6413.867									2.5		5														
		"n"	"COMOROS"		"BOUNI MOSQUE 1, GRANDE COMORE"	-11.48882	43.39847	6033.203									6		5										1				
		"n"	"COMOROS"		"BOUNI MOSQUE 2, GRANDE COMORE"	-11.48938	43.39917	6033.142									6.9		5														
		"n"	"COMOROS"		"MTSAMDOU - SEAWALL, GRANDE COMORE"	-11.60905	43.3917	6036.825									5.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.648	95.415	262.437									7.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.602	95.383	258.136									10.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.442	95.24	244.773									16.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.427	95.235	243.336									18.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.452	95.244	245.712									19.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.316	95.238	231.49									21.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.486	95.228	249.816									23.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.472	95.243	247.869									27		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.498	95.228	251.091									29.3		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.485	95.228	249.71									30.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.429	95.234	243.58									50.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.565	95.312	255.868									4.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.571	95.344	255.703									5.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.596	95.385	257.441									7.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.575	95.325	256.609									7.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.489	95.263	249.084									8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.571	95.328	256.102									8.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.605	95.388	258.349									8.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.614	95.399	259.084									9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.596	95.373	257.714									9.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.497	95.262	249.967									9.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.614	95.398	259.105									10		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.584	95.349	256.984									11.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.482	95.265	248.279									11.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.565	95.317	255.738									11.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.55	95.307	254.388									11.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.556	95.312	254.901									12.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.578	95.329	256.831									12.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.551	95.301	254.655									12.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.54	95.298	253.555									13.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.611	95.389	258.977									14.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.479	95.241	248.674									16.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.479	95.242	248.644									17.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.553	95.234	256.761									18.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.556	95.237	256.992									18.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.5	95.246	250.759									20.3		5														
		"n"	"COMOROS"		"MAJIKAVO-KOROPA, MAYOTTE"	-12.74395	45.22052	5872.268									2.65		5														
		"n"	"AUSTRALIA"		"BROOME"	-18	122.2166	3731.746						26	13	51	0.04		2														
		"n"	"AUSTRALIA"		"ONSLOW"	-21.65	115.133	3469.734	26	7	25	6	26	26	7	35	0.52		2														
