YYYY MM DD hh mm ss T HEIGHT
2004 12 01 20 30 00 1 3481.711
2004 12 01 20 45 00 1 3481.749
2004 12 01 21 00 00 1 3481.783
2004 12 01 21 15 00 1 3481.809
2004 12 01 21 30 00 1 3481.829
2004 12 01 21 45 00 1 3481.844
2004 12 01 22 00 00 1 3481.850
2004 12 01 22 15 00 1 3481.848
2004 12 01 22 30 00 1 3481.838
2004 12 01 22 45 00 1 3481.818
2004 12 01 23 00 00 1 3481.794
2004 12 01 23 15 00 1 3481.754
2004 12 01 23 30 00 1 3481.707
2004 12 01 23 45 00 1 3481.652
2004 12 02 00 00 00 1 3481.585
2004 12 02 00 15 00 1 3481.512
2004 12 02 00 30 00 1 3481.434
2004 12 02 00 45 00 1 3481.352
2004 12 02 01 00 00 1 3481.262
2004 12 02 01 15 00 1 3481.173
2004 12 02 01 30 00 1 3481.077
2004 12 02 01 45 00 1 3480.977
2004 12 02 02 00 00 1 3480.877
2004 12 02 02 15 00 1 3480.779
2004 12 02 02 30 00 1 3480.682
2004 12 02 02 45 00 1 3480.587
2004 12 02 03 00 00 1 3480.499
2004 12 02 03 15 00 1 3480.414
2004 12 02 03 30 00 1 3480.338
2004 12 02 03 45 00 1 3480.268
2004 12 02 04 00 00 1 3480.212
2004 12 02 04 15 00 1 3480.159
2004 12 02 04 30 00 1 3480.115
2004 12 02 04 45 00 1 3480.082
2004 12 02 05 00 00 1 3480.057
2004 12 02 05 15 00 1 3480.045
2004 12 02 05 30 00 1 3480.043
2004 12 02 05 45 00 1 3480.051
2004 12 02 06 00 00 1 3480.069
2004 12 02 06 15 00 1 3480.102
2004 12 02 06 30 00 1 3480.139
2004 12 02 06 45 00 1 3480.186
2004 12 02 07 00 00 1 3480.240
2004 12 02 07 15 00 1 3480.302
2004 12 02 07 30 00 1 3480.367
2004 12 02 07 45 00 1 3480.444
2004 12 02 08 00 00 1 3480.521
2004 12 02 08 15 00 1 3480.607
2004 12 02 08 30 00 1 3480.687
2004 12 02 08 45 00 1 3480.772
2004 12 02 09 00 00 1 3480.857
2004 12 02 09 15 00 1 3480.939
2004 12 02 09 30 00 1 3481.020
2004 12 02 09 45 00 1 3481.100
2004 12 02 10 00 00 1 3481.170
2004 12 02 10 15 00 1 3481.240
2004 12 02 10 30 00 1 3481.303
2004 12 02 10 45 00 1 3481.363
2004 12 02 11 00 00 1 3481.414
2004 12 02 11 15 00 1 3481.461
2004 12 02 11 30 00 1 3481.497
2004 12 02 11 45 00 1 3481.528
2004 12 02 12 00 00 1 3481.547
2004 12 02 12 15 00 1 3481.561
2004 12 02 12 30 00 1 3481.574
2004 12 02 12 45 00 1 3481.576
2004 12 02 13 00 00 1 3481.567
2004 12 02 13 15 00 1 3481.555
2004 12 02 13 30 00 1 3481.537
2004 12 02 13 45 00 1 3481.515
2004 12 02 14 00 00 1 3481.490
2004 12 02 14 15 00 1 3481.457
2004 12 02 14 30 00 1 3481.430
2004 12 02 14 45 00 1 3481.393
2004 12 02 15 00 00 1 3481.361
2004 12 02 15 15 00 1 3481.330
2004 12 02 15 30 00 1 3481.295
2004 12 02 15 45 00 1 3481.265
2004 12 02 16 00 00 1 3481.237
2004 12 02 16 15 00 1 3481.213
2004 12 02 16 30 00 1 3481.194
2004 12 02 16 45 00 1 3481.180
2004 12 02 17 00 00 1 3481.166
2004 12 02 17 15 00 1 3481.168
2004 12 02 17 30 00 1 3481.169
2004 12 02 17 45 00 1 3481.172
2004 12 02 18 00 00 1 3481.186
2004 12 02 18 15 00 1 3481.199
2004 12 02 18 30 00 1 3481.224
2004 12 02 18 45 00 1 3481.254
2004 12 02 19 00 00 1 3481.282
2004 12 02 19 15 00 1 3481.316
2004 12 02 19 30 00 1 3481.348
2004 12 02 19 45 00 1 3481.382
2004 12 02 20 00 00 1 3481.425
2004 12 02 20 15 00 1 3481.465
2004 12 02 20 30 00 1 3481.506
2004 12 02 20 45 00 1 3481.547
2004 12 02 21 00 00 1 3481.581
2004 12 02 21 15 00 1 3481.614
2004 12 02 21 30 00 1 3481.645
2004 12 02 21 45 00 1 3481.674
2004 12 02 22 00 00 1 3481.694
2004 12 02 22 15 00 1 3481.713
2004 12 02 22 30 00 1 3481.723
2004 12 02 22 45 00 1 3481.728
2004 12 02 23 00 00 1 3481.723
2004 12 02 23 15 00 1 3481.714
2004 12 02 23 30 00 1 3481.697
2004 12 02 23 45 00 1 3481.672
2004 12 03 00 00 00 1 3481.637
2004 12 03 00 15 00 1 3481.599
2004 12 03 00 30 00 1 3481.548
2004 12 03 00 45 00 1 3481.494
2004 12 03 01 00 00 1 3481.432
2004 12 03 01 15 00 1 3481.363
2004 12 03 01 30 00 1 3481.290
2004 12 03 01 45 00 1 3481.215
2004 12 03 02 00 00 1 3481.128
2004 12 03 02 15 00 1 3481.047
2004 12 03 02 30 00 1 3480.959
2004 12 03 02 45 00 1 3480.875
2004 12 03 03 00 00 1 3480.790
2004 12 03 03 15 00 1 3480.708
2004 12 03 03 30 00 1 3480.625
2004 12 03 03 45 00 1 3480.547
2004 12 03 04 00 00 1 3480.476
2004 12 03 04 15 00 1 3480.413
2004 12 03 04 30 00 1 3480.354
2004 12 03 04 45 00 1 3480.299
2004 12 03 05 00 00 1 3480.253
2004 12 03 05 15 00 1 3480.216
2004 12 03 05 30 00 1 3480.187
2004 12 03 05 45 00 1 3480.168
2004 12 03 06 00 00 1 3480.157
2004 12 03 06 15 00 1 3480.159
2004 12 03 06 30 00 1 3480.167
2004 12 03 06 45 00 1 3480.188
2004 12 03 07 00 00 1 3480.212
2004 12 03 07 15 00 1 3480.245
2004 12 03 07 30 00 1 3480.290
2004 12 03 07 45 00 1 3480.336
2004 12 03 08 00 00 1 3480.393
2004 12 03 08 15 00 1 3480.454
2004 12 03 08 30 00 1 3480.524
2004 12 03 08 45 00 1 3480.594
2004 12 03 09 00 00 1 3480.671
2004 12 03 09 15 00 1 3480.747
2004 12 03 09 30 00 1 3480.823
2004 12 03 09 45 00 1 3480.904
2004 12 03 10 00 00 1 3480.981
2004 12 03 10 15 00 1 3481.058
2004 12 03 10 30 00 1 3481.134
2004 12 03 10 45 00 1 3481.203
2004 12 03 11 00 00 1 3481.269
2004 12 03 11 15 00 1 3481.329
2004 12 03 11 30 00 1 3481.382
2004 12 03 11 45 00 1 3481.428
2004 12 03 12 00 00 1 3481.472
2004 12 03 12 15 00 1 3481.507
2004 12 03 12 30 00 1 3481.535
2004 12 03 12 45 00 1 3481.557
2004 12 03 13 00 00 1 3481.572
2004 12 03 13 15 00 1 3481.581
2004 12 03 13 30 00 1 3481.587
2004 12 03 13 45 00 1 3481.583
2004 12 03 14 00 00 1 3481.573
2004 12 03 14 15 00 1 3481.556
2004 12 03 14 30 00 1 3481.536
2004 12 03 14 45 00 1 3481.507
2004 12 03 15 00 00 1 3481.478
2004 12 03 15 15 00 1 3481.446
2004 12 03 15 30 00 1 3481.409
2004 12 03 15 45 00 1 3481.380
2004 12 03 16 00 00 1 3481.345
2004 12 03 16 15 00 1 3481.316
2004 12 03 16 30 00 1 3481.277
2004 12 03 16 45 00 1 3481.248
2004 12 03 17 00 00 1 3481.218
2004 12 03 17 15 00 1 3481.194
2004 12 03 17 30 00 1 3481.173
2004 12 03 17 45 00 1 3481.164
2004 12 03 18 00 00 1 3481.146
2004 12 03 18 15 00 1 3481.143
2004 12 03 18 30 00 1 3481.134
2004 12 03 18 45 00 1 3481.140
2004 12 03 19 00 00 1 3481.148
2004 12 03 19 15 00 1 3481.162
2004 12 03 19 30 00 1 3481.176
2004 12 03 19 45 00 1 3481.192
2004 12 03 20 00 00 1 3481.219
2004 12 03 20 15 00 1 3481.246
2004 12 03 20 30 00 1 3481.277
2004 12 03 20 45 00 1 3481.308
2004 12 03 21 00 00 1 3481.339
2004 12 03 21 15 00 1 3481.373
2004 12 03 21 30 00 1 3481.407
2004 12 03 21 45 00 1 3481.440
2004 12 03 22 00 00 1 3481.466
2004 12 03 22 15 00 1 3481.497
2004 12 03 22 30 00 1 3481.521
2004 12 03 22 45 00 1 3481.543
2004 12 03 23 00 00 1 3481.558
2004 12 03 23 15 00 1 3481.575
2004 12 03 23 30 00 1 3481.580
2004 12 03 23 45 00 1 3481.580
2004 12 04 00 00 00 1 3481.573
2004 12 04 00 15 00 1 3481.564
2004 12 04 00 30 00 1 3481.545
2004 12 04 00 45 00 1 3481.516
2004 12 04 01 00 00 1 3481.481
2004 12 04 01 15 00 1 3481.438
2004 12 04 01 30 00 1 3481.390
2004 12 04 01 45 00 1 3481.338
2004 12 04 02 00 00 1 3481.286
2004 12 04 02 15 00 1 3481.224
2004 12 04 02 30 00 1 3481.157
2004 12 04 02 45 00 1 3481.085
2004 12 04 03 00 00 1 3481.012
2004 12 04 03 15 00 1 3480.943
2004 12 04 03 30 00 1 3480.870
2004 12 04 03 45 00 1 3480.800
2004 12 04 04 00 00 1 3480.726
2004 12 04 04 15 00 1 3480.660
2004 12 04 04 30 00 1 3480.590
2004 12 04 04 45 00 1 3480.535
2004 12 04 05 00 00 1 3480.473
2004 12 04 05 15 00 1 3480.421
2004 12 04 05 30 00 1 3480.373
2004 12 04 05 45 00 1 3480.333
2004 12 04 06 00 00 1 3480.303
2004 12 04 06 15 00 1 3480.273
2004 12 04 06 30 00 1 3480.249
2004 12 04 06 45 00 1 3480.243
2004 12 04 07 00 00 1 3480.242
2004 12 04 07 15 00 1 3480.250
2004 12 04 07 30 00 1 3480.263
2004 12 04 07 45 00 1 3480.290
2004 12 04 08 00 00 1 3480.323
2004 12 04 08 15 00 1 3480.361
2004 12 04 08 30 00 1 3480.408
2004 12 04 08 45 00 1 3480.464
2004 12 04 09 00 00 1 3480.515
2004 12 04 09 15 00 1 3480.579
2004 12 04 09 30 00 1 3480.651
2004 12 04 09 45 00 1 3480.719
2004 12 04 10 00 00 1 3480.790
2004 12 04 10 15 00 1 3480.868
2004 12 04 10 30 00 1 3480.941
2004 12 04 10 45 00 1 3481.016
2004 12 04 11 00 00 1 3481.089
2004 12 04 11 15 00 1 3481.158
2004 12 04 11 30 00 1 3481.226
2004 12 04 11 45 00 1 3481.285
2004 12 04 12 00 00 1 3481.347
2004 12 04 12 15 00 1 3481.398
2004 12 04 12 30 00 1 3481.449
2004 12 04 12 45 00 1 3481.493
2004 12 04 13 00 00 1 3481.527
2004 12 04 13 15 00 1 3481.554
2004 12 04 13 30 00 1 3481.581
2004 12 04 13 45 00 1 3481.589
2004 12 04 14 00 00 1 3481.603
2004 12 04 14 15 00 1 3481.604
2004 12 04 14 30 00 1 3481.595
2004 12 04 14 45 00 1 3481.584
2004 12 04 15 00 00 1 3481.568
2004 12 04 15 15 00 1 3481.542
2004 12 04 15 30 00 1 3481.514
2004 12 04 15 45 00 1 3481.484
2004 12 04 16 00 00 1 3481.453
2004 12 04 16 15 00 1 3481.413
2004 12 04 16 30 00 1 3481.379
2004 12 04 16 45 00 1 3481.339
2004 12 04 17 00 00 1 3481.305
2004 12 04 17 15 00 1 3481.262
2004 12 04 17 30 00 1 3481.225
2004 12 04 17 45 00 1 3481.183
2004 12 04 18 00 00 1 3481.155
2004 12 04 18 15 00 1 3481.124
2004 12 04 18 30 00 1 3481.098
2004 12 04 18 45 00 1 3481.076
2004 12 04 19 00 00 1 3481.062
2004 12 04 19 15 00 1 3481.045
2004 12 04 19 30 00 1 3481.039
2004 12 04 19 45 00 1 3481.033
2004 12 04 20 00 00 1 3481.041
2004 12 04 20 15 00 1 3481.045
2004 12 04 20 30 00 1 3481.054
2004 12 04 20 45 00 1 3481.069
2004 12 04 21 00 00 1 3481.092
2004 12 04 21 15 00 1 3481.111
2004 12 04 21 30 00 1 3481.135
2004 12 04 21 45 00 1 3481.162
2004 12 04 22 00 00 1 3481.187
2004 12 04 22 15 00 1 3481.222
2004 12 04 22 30 00 1 3481.256
2004 12 04 22 45 00 1 3481.286
2004 12 04 23 00 00 1 3481.317
2004 12 04 23 15 00 1 3481.343
2004 12 04 23 30 00 1 3481.359
2004 12 04 23 45 00 1 3481.383
2004 12 05 00 00 00 1 3481.402
2004 12 05 00 15 00 1 3481.413
2004 12 05 00 30 00 1 3481.423
2004 12 05 00 45 00 1 3481.423
2004 12 05 01 00 00 1 3481.422
2004 12 05 01 15 00 1 3481.409
2004 12 05 01 30 00 1 3481.391
2004 12 05 01 45 00 1 3481.377
2004 12 05 02 00 00 1 3481.342
2004 12 05 02 15 00 1 3481.310
2004 12 05 02 30 00 1 3481.270
2004 12 05 02 45 00 1 3481.232
2004 12 05 03 00 00 1 3481.190
2004 12 05 03 15 00 1 3481.139
2004 12 05 03 30 00 1 3481.083
2004 12 05 03 45 00 1 3481.024
2004 12 05 04 00 00 1 3480.962
2004 12 05 04 15 00 1 3480.900
2004 12 05 04 30 00 1 3480.839
2004 12 05 04 45 00 1 3480.777
2004 12 05 05 00 00 1 3480.715
2004 12 05 05 15 00 1 3480.658
2004 12 05 05 30 00 1 3480.603
2004 12 05 05 45 00 1 3480.549
2004 12 05 06 00 00 1 3480.500
2004 12 05 06 15 00 1 3480.461
2004 12 05 06 30 00 1 3480.421
2004 12 05 06 45 00 1 3480.393
2004 12 05 07 00 00 1 3480.369
2004 12 05 07 15 00 1 3480.359
2004 12 05 07 30 00 1 3480.348
2004 12 05 07 45 00 1 3480.345
2004 12 05 08 00 00 1 3480.347
2004 12 05 08 15 00 1 3480.359
2004 12 05 08 30 00 1 3480.379
2004 12 05 08 45 00 1 3480.409
2004 12 05 09 00 00 1 3480.443
2004 12 05 09 15 00 1 3480.488
2004 12 05 09 30 00 1 3480.533
2004 12 05 09 45 00 1 3480.586
2004 12 05 10 00 00 1 3480.644
2004 12 05 10 15 00 1 3480.707
2004 12 05 10 30 00 1 3480.779
2004 12 05 10 45 00 1 3480.847
2004 12 05 11 00 00 1 3480.921
2004 12 05 11 15 00 1 3480.995
2004 12 05 11 30 00 1 3481.069
2004 12 05 11 45 00 1 3481.141
2004 12 05 12 00 00 1 3481.214
2004 12 05 12 15 00 1 3481.281
2004 12 05 12 30 00 1 3481.341
2004 12 05 12 45 00 1 3481.401
2004 12 05 13 00 00 1 3481.456
2004 12 05 13 15 00 1 3481.507
2004 12 05 13 30 00 1 3481.552
2004 12 05 13 45 00 1 3481.584
2004 12 05 14 00 00 1 3481.619
2004 12 05 14 15 00 1 3481.640
2004 12 05 14 30 00 1 3481.652
2004 12 05 14 45 00 1 3481.661
2004 12 05 15 00 00 1 3481.658
2004 12 05 15 15 00 1 3481.648
2004 12 05 15 30 00 1 3481.634
2004 12 05 15 45 00 1 3481.610
2004 12 05 16 00 00 1 3481.580
2004 12 05 16 15 00 1 3481.550
2004 12 05 16 30 00 1 3481.514
2004 12 05 16 45 00 1 3481.467
2004 12 05 17 00 00 1 3481.419
2004 12 05 17 15 00 1 3481.375
2004 12 05 17 30 00 1 3481.327
2004 12 05 17 45 00 1 3481.272
2004 12 05 18 00 00 1 3481.228
2004 12 05 18 15 00 1 3481.178
2004 12 05 18 30 00 1 3481.127
2004 12 05 18 45 00 1 3481.080
2004 12 05 19 00 00 1 3481.034
2004 12 05 19 15 00 1 3480.997
2004 12 05 19 30 00 1 3480.960
2004 12 05 19 45 00 1 3480.923
2004 12 05 20 00 00 1 3480.899
2004 12 05 20 15 00 1 3480.881
2004 12 05 20 30 00 1 3480.861
2004 12 05 20 45 00 1 3480.852
2004 12 05 21 00 00 1 3480.849
2004 12 05 21 15 00 1 3480.852
2004 12 05 21 30 00 1 3480.858
2004 12 05 21 45 00 1 3480.874
2004 12 05 22 00 00 1 3480.889
2004 12 05 22 15 00 1 3480.916
2004 12 05 22 30 00 1 3480.943
2004 12 05 22 45 00 1 3480.972
2004 12 05 23 00 00 1 3481.005
2004 12 05 23 15 00 1 3481.038
2004 12 05 23 30 00 1 3481.077
2004 12 05 23 45 00 1 3481.111
2004 12 06 00 00 00 1 3481.140
2004 12 06 00 15 00 1 3481.179
2004 12 06 00 30 00 1 3481.211
2004 12 06 00 45 00 1 3481.237
2004 12 06 01 00 00 1 3481.266
2004 12 06 01 15 00 1 3481.288
2004 12 06 01 30 00 1 3481.304
2004 12 06 01 45 00 1 3481.316
2004 12 06 02 00 00 1 3481.323
2004 12 06 02 15 00 1 3481.324
2004 12 06 02 30 00 1 3481.318
2004 12 06 02 45 00 1 3481.309
2004 12 06 03 00 00 1 3481.290
2004 12 06 03 15 00 1 3481.268
2004 12 06 03 30 00 1 3481.240
2004 12 06 03 45 00 1 3481.207
2004 12 06 04 00 00 1 3481.169
2004 12 06 04 15 00 1 3481.130
2004 12 06 04 30 00 1 3481.080
2004 12 06 04 45 00 1 3481.029
2004 12 06 05 00 00 1 3480.977
2004 12 06 05 15 00 1 3480.926
2004 12 06 05 30 00 1 3480.867
2004 12 06 05 45 00 1 3480.814
2004 12 06 06 00 00 1 3480.755
2004 12 06 06 15 00 1 3480.709
2004 12 06 06 30 00 1 3480.655
2004 12 06 06 45 00 1 3480.613
2004 12 06 07 00 00 1 3480.569
2004 12 06 07 15 00 1 3480.527
2004 12 06 07 30 00 1 3480.494
2004 12 06 07 45 00 1 3480.467
2004 12 06 08 00 00 1 3480.451
2004 12 06 08 15 00 1 3480.436
2004 12 06 08 30 00 1 3480.430
2004 12 06 08 45 00 1 3480.434
2004 12 06 09 00 00 1 3480.439
2004 12 06 09 15 00 1 3480.457
2004 12 06 09 30 00 1 3480.482
2004 12 06 09 45 00 1 3480.515
2004 12 06 10 00 00 1 3480.558
2004 12 06 10 15 00 1 3480.605
2004 12 06 10 30 00 1 3480.660
2004 12 06 10 45 00 1 3480.722
2004 12 06 11 00 00 1 3480.783
2004 12 06 11 15 00 1 3480.852
2004 12 06 11 30 00 1 3480.920
2004 12 06 11 45 00 1 3480.990
2004 12 06 12 00 00 1 3481.068
2004 12 06 12 15 00 1 3481.147
2004 12 06 12 30 00 1 3481.218
2004 12 06 12 45 00 1 3481.294
2004 12 06 13 00 00 1 3481.363
2004 12 06 13 15 00 1 3481.430
2004 12 06 13 30 00 1 3481.489
2004 12 06 13 45 00 1 3481.543
2004 12 06 14 00 00 1 3481.591
2004 12 06 14 15 00 1 3481.643
2004 12 06 14 30 00 1 3481.678
2004 12 06 14 45 00 1 3481.708
2004 12 06 15 00 00 1 3481.731
2004 12 06 15 15 00 1 3481.744
2004 12 06 15 30 00 1 3481.748
2004 12 06 15 45 00 1 3481.742
2004 12 06 16 00 00 1 3481.731
2004 12 06 16 15 00 1 3481.714
2004 12 06 16 30 00 1 3481.688
2004 12 06 16 45 00 1 3481.653
2004 12 06 17 00 00 1 3481.609
2004 12 06 17 15 00 1 3481.564
2004 12 06 17 30 00 1 3481.508
2004 12 06 17 45 00 1 3481.450
2004 12 06 18 00 00 1 3481.383
2004 12 06 18 15 00 1 3481.323
2004 12 06 18 30 00 1 3481.259
2004 12 06 18 45 00 1 3481.190
2004 12 06 19 00 00 1 3481.124
2004 12 06 19 15 00 1 3481.056
2004 12 06 19 30 00 1 3480.991
2004 12 06 19 45 00 1 3480.930
2004 12 06 20 00 00 1 3480.872
2004 12 06 20 15 00 1 3480.820
2004 12 06 20 30 00 1 3480.773
2004 12 06 20 45 00 1 3480.733
2004 12 06 21 00 00 1 3480.701
2004 12 06 21 15 00 1 3480.672
2004 12 06 21 30 00 1 3480.653
2004 12 06 21 45 00 1 3480.643
2004 12 06 22 00 00 1 3480.633
2004 12 06 22 15 00 1 3480.635
2004 12 06 22 30 00 1 3480.643
2004 12 06 22 45 00 1 3480.657
2004 12 06 23 00 00 1 3480.680
2004 12 06 23 15 00 1 3480.705
2004 12 06 23 30 00 1 3480.736
2004 12 06 23 45 00 1 3480.776
2004 12 07 00 00 00 1 3480.818
2004 12 07 00 15 00 1 3480.858
2004 12 07 00 30 00 1 3480.904
2004 12 07 00 45 00 1 3480.947
2004 12 07 01 00 00 1 3480.993
2004 12 07 01 15 00 1 3481.034
2004 12 07 01 30 00 1 3481.075
2004 12 07 01 45 00 1 3481.117
2004 12 07 02 00 00 1 3481.155
2004 12 07 02 15 00 1 3481.190
2004 12 07 02 30 00 1 3481.217
2004 12 07 02 45 00 1 3481.241
2004 12 07 03 00 00 1 3481.259
2004 12 07 03 15 00 1 3481.273
2004 12 07 03 30 00 1 3481.280
2004 12 07 03 45 00 1 3481.282
2004 12 07 04 00 00 1 3481.279
2004 12 07 04 15 00 1 3481.267
2004 12 07 04 30 00 1 3481.249
2004 12 07 04 45 00 1 3481.227
2004 12 07 05 00 00 1 3481.199
2004 12 07 05 15 00 1 3481.166
2004 12 07 05 30 00 1 3481.129
2004 12 07 05 45 00 1 3481.086
2004 12 07 06 00 00 1 3481.045
2004 12 07 06 15 00 1 3480.997
2004 12 07 06 30 00 1 3480.945
2004 12 07 06 45 00 1 3480.896
2004 12 07 07 00 00 1 3480.846
2004 12 07 07 15 00 1 3480.796
2004 12 07 07 30 00 1 3480.751
2004 12 07 07 45 00 1 3480.704
2004 12 07 08 00 00 1 3480.666
2004 12 07 08 15 00 1 3480.631
2004 12 07 08 30 00 1 3480.602
2004 12 07 08 45 00 1 3480.576
2004 12 07 09 00 00 1 3480.557
2004 12 07 09 15 00 1 3480.548
2004 12 07 09 30 00 1 3480.545
2004 12 07 09 45 00 1 3480.555
2004 12 07 10 00 00 1 3480.565
2004 12 07 10 15 00 1 3480.592
2004 12 07 10 30 00 1 3480.624
2004 12 07 10 45 00 1 3480.662
2004 12 07 11 00 00 1 3480.710
2004 12 07 11 15 00 1 3480.761
2004 12 07 11 30 00 1 3480.822
2004 12 07 11 45 00 1 3480.886
2004 12 07 12 00 00 1 3480.953
2004 12 07 12 15 00 1 3481.026
2004 12 07 12 30 00 1 3481.099
2004 12 07 12 45 00 1 3481.176
2004 12 07 13 00 00 1 3481.256
2004 12 07 13 15 00 1 3481.333
2004 12 07 13 30 00 1 3481.405
2004 12 07 13 45 00 1 3481.477
2004 12 07 14 00 00 1 3481.547
2004 12 07 14 15 00 1 3481.608
2004 12 07 14 30 00 1 3481.672
2004 12 07 14 45 00 1 3481.727
2004 12 07 15 00 00 1 3481.771
2004 12 07 15 15 00 1 3481.806
2004 12 07 15 30 00 1 3481.834
2004 12 07 15 45 00 1 3481.853
2004 12 07 16 00 00 1 3481.865
2004 12 07 16 15 00 1 3481.864
2004 12 07 16 30 00 1 3481.858
2004 12 07 16 45 00 1 3481.834
2004 12 07 17 00 00 1 3481.806
2004 12 07 17 15 00 1 3481.765
2004 12 07 17 30 00 1 3481.716
2004 12 07 17 45 00 1 3481.665
2004 12 07 18 00 00 1 3481.596
2004 12 07 18 15 00 1 3481.535
2004 12 07 18 30 00 1 3481.458
2004 12 07 18 45 00 1 3481.382
2004 12 07 19 00 00 1 3481.296
2004 12 07 19 15 00 1 3481.211
2004 12 07 19 30 00 1 3481.121
2004 12 07 19 45 00 1 3481.038
2004 12 07 20 00 00 1 3480.955
2004 12 07 20 15 00 1 3480.875
2004 12 07 20 30 00 1 3480.792
2004 12 07 20 45 00 1 3480.718
2004 12 07 21 00 00 1 3480.645
2004 12 07 21 15 00 1 3480.584
2004 12 07 21 30 00 1 3480.526
2004 12 07 21 45 00 1 3480.480
2004 12 07 22 00 00 1 3480.438
2004 12 07 22 15 00 1 3480.407
2004 12 07 22 30 00 1 3480.385
2004 12 07 22 45 00 1 3480.372
2004 12 07 23 00 00 1 3480.373
2004 12 07 23 15 00 1 3480.374
2004 12 07 23 30 00 1 3480.391
2004 12 07 23 45 00 1 3480.413
2004 12 08 00 00 00 1 3480.446
2004 12 08 00 15 00 1 3480.484
2004 12 08 00 30 00 1 3480.528
2004 12 08 00 45 00 1 3480.573
2004 12 08 01 00 00 1 3480.625
2004 12 08 01 15 00 1 3480.680
2004 12 08 01 30 00 1 3480.743
2004 12 08 01 45 00 1 3480.808
2004 12 08 02 00 00 1 3480.870
2004 12 08 02 15 00 1 3480.934
2004 12 08 02 30 00 1 3480.989
2004 12 08 02 45 00 1 3481.047
2004 12 08 03 00 00 1 3481.102
2004 12 08 03 15 00 1 3481.156
2004 12 08 03 30 00 1 3481.201
2004 12 08 03 45 00 1 3481.242
2004 12 08 04 00 00 1 3481.275
2004 12 08 04 15 00 1 3481.305
2004 12 08 04 30 00 1 3481.326
2004 12 08 04 45 00 1 3481.337
2004 12 08 05 00 00 1 3481.339
2004 12 08 05 15 00 1 3481.341
2004 12 08 05 30 00 1 3481.333
2004 12 08 05 45 00 1 3481.311
2004 12 08 06 00 00 1 3481.288
2004 12 08 06 15 00 1 3481.258
2004 12 08 06 30 00 1 3481.223
2004 12 08 06 45 00 1 3481.182
2004 12 08 07 00 00 1 3481.136
2004 12 08 07 15 00 1 3481.089
2004 12 08 07 30 00 1 3481.041
2004 12 08 07 45 00 1 3480.991
2004 12 08 08 00 00 1 3480.941
2004 12 08 08 15 00 1 3480.892
2004 12 08 08 30 00 1 3480.845
2004 12 08 08 45 00 1 3480.809
2004 12 08 09 00 00 1 3480.771
2004 12 08 09 15 00 1 3480.736
2004 12 08 09 30 00 1 3480.710
2004 12 08 09 45 00 1 3480.693
2004 12 08 10 00 00 1 3480.678
2004 12 08 10 15 00 1 3480.676
2004 12 08 10 30 00 1 3480.681
2004 12 08 10 45 00 1 3480.697
2004 12 08 11 00 00 1 3480.720
2004 12 08 11 15 00 1 3480.748
2004 12 08 11 30 00 1 3480.785
2004 12 08 11 45 00 1 3480.826
2004 12 08 12 00 00 1 3480.882
2004 12 08 12 15 00 1 3480.944
2004 12 08 12 30 00 1 3481.010
2004 12 08 12 45 00 1 3481.081
2004 12 08 13 00 00 1 3481.159
2004 12 08 13 15 00 1 3481.239
2004 12 08 13 30 00 1 3481.320
2004 12 08 13 45 00 1 3481.406
2004 12 08 14 00 00 1 3481.489
2004 12 08 14 15 00 1 3481.567
2004 12 08 14 30 00 1 3481.645
2004 12 08 14 45 00 1 3481.716
2004 12 08 15 00 00 1 3481.782
2004 12 08 15 15 00 1 3481.841
2004 12 08 15 30 00 1 3481.896
2004 12 08 15 45 00 1 3481.941
2004 12 08 16 00 00 1 3481.971
2004 12 08 16 15 00 1 3481.999
2004 12 08 16 30 00 1 3482.013
2004 12 08 16 45 00 1 3482.016
2004 12 08 17 00 00 1 3482.010
2004 12 08 17 15 00 1 3481.991
2004 12 08 17 30 00 1 3481.963
2004 12 08 17 45 00 1 3481.924
2004 12 08 18 00 00 1 3481.875
2004 12 08 18 15 00 1 3481.816
2004 12 08 18 30 00 1 3481.745
2004 12 08 18 45 00 1 3481.667
2004 12 08 19 00 00 1 3481.578
2004 12 08 19 15 00 1 3481.487
2004 12 08 19 30 00 1 3481.383
2004 12 08 19 45 00 1 3481.284
2004 12 08 20 00 00 1 3481.182
2004 12 08 20 15 00 1 3481.072
2004 12 08 20 30 00 1 3480.962
2004 12 08 20 45 00 1 3480.856
2004 12 08 21 00 00 1 3480.753
2004 12 08 21 15 00 1 3480.656
2004 12 08 21 30 00 1 3480.562
2004 12 08 21 45 00 1 3480.475
2004 12 08 22 00 00 1 3480.394
2004 12 08 22 15 00 1 3480.327
2004 12 08 22 30 00 1 3480.264
2004 12 08 22 45 00 1 3480.220
2004 12 08 23 00 00 1 3480.176
2004 12 08 23 15 00 1 3480.151
2004 12 08 23 30 00 1 3480.129
2004 12 08 23 45 00 1 3480.127
2004 12 09 00 00 00 1 3480.132
2004 12 09 00 15 00 1 3480.156
2004 12 09 00 30 00 1 3480.176
2004 12 09 00 45 00 1 3480.213
2004 12 09 01 00 00 1 3480.261
2004 12 09 01 15 00 1 3480.311
2004 12 09 01 30 00 1 3480.367
2004 12 09 01 45 00 1 3480.436
2004 12 09 02 00 00 1 3480.502
2004 12 09 02 15 00 1 3480.584
2004 12 09 02 30 00 1 3480.666
2004 12 09 02 45 00 1 3480.744
